OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
21-1013,Marriage and Family Therapists,detailed,"48,520",3.7,26.03,"54,150",1.2,15.31,18.35,24.08,30.43,39.54,"31,850","38,170","50,090","63,300","82,240",,
21-1015,Rehabilitation Counselors,detailed,"106,860",1.8,19.20,"39,930",0.8,11.05,13.22,17.13,23.28,30.68,"22,990","27,490","35,630","48,420","63,820",,
21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,"267,730",1.1,23.04,"47,920",0.5,13.58,16.80,21.46,27.68,35.09,"28,240","34,950","44,630","57,580","72,990",,
21-1019,"Counselors, All Other",detailed,"26,530",3.2,22.95,"47,740",1.5,12.55,15.62,20.26,28.53,37.17,"26,100","32,490","42,130","59,340","77,310",,
21-1020,Social Workers,broad,"662,550",0.6,25.51,"53,060",0.6,14.78,18.05,23.79,30.73,39.14,"30,750","37,550","49,470","63,910","81,400",,
21-1021,"Child, Family, and School Social Workers",detailed,"320,170",0.8,23.92,"49,760",1.0,14.21,17.37,22.24,28.56,36.90,"29,550","36,140","46,270","59,400","76,750",,
21-1022,Healthcare Social Workers,detailed,"168,190",1.5,28.11,"58,470",0.7,16.45,20.93,27.02,33.79,40.81,"34,210","43,530","56,200","70,280","84,870",,
21-1023,Mental Health and Substance Abuse Social Workers,detailed,"116,750",1.6,23.86,"49,630",0.8,13.61,16.64,21.56,28.99,37.94,"28,310","34,600","44,840","60,300","78,910",,
21-1029,"Social Workers, All Other",detailed,"57,440",1.3,30.12,"62,660",0.7,16.98,21.82,30.35,37.83,43.50,"35,310","45,380","63,140","78,680","90,490",,
21-1090,Miscellaneous Community and Social Service Specialists,broad,"693,040",0.8,20.59,"42,820",0.6,11.55,14.30,18.35,24.34,32.80,"24,030","29,750","38,160","50,620","68,220",,
21-1091,Health Educators,detailed,"58,780",1.6,28.68,"59,660",0.6,15.40,19.13,26.07,35.90,47.37,"32,030","39,800","54,220","74,660","98,530",,
21-1092,Probation Officers and Correctional Treatment Specialists,detailed,"87,660",0.7,28.27,"58,790",0.9,16.65,20.17,25.49,34.25,45.56,"34,630","41,950","53,020","71,240","94,770",,
21-1093,Social and Human Service Assistants,detailed,"392,300",1.2,17.22,"35,830",0.4,10.78,12.96,16.22,20.22,25.20,"22,430","26,960","33,750","42,050","52,420",,
21-1094,Community Health Workers,detailed,"56,130",1.9,20.90,"43,480",0.7,12.53,15.52,19.01,24.83,31.68,"26,070","32,280","39,540","51,650","65,890",,
21-1099,"Community and Social Service Specialists, All Other",detailed,"98,170",1.4,22.14,"46,050",0.9,12.40,15.88,20.49,26.82,34.72,"25,780","33,040","42,620","55,790","72,210",,
21-2000,Religious Workers,minor,"81,120",1.5,23.94,"49,790",0.9,10.94,14.99,21.62,29.55,39.52,"22,760","31,180","44,980","61,470","82,190",,
21-2010,Clergy,broad,"50,960",1.7,25.62,"53,290",0.9,12.58,17.06,23.55,30.74,40.88,"26,160","35,480","48,990","63,930","85,040",,
21-2011,Clergy,detailed,"50,960",1.7,25.62,"53,290",0.9,12.58,17.06,23.55,30.74,40.88,"26,160","35,480","48,990","63,930","85,040",,
21-2020,"Directors, Religious Activities and Education",broad,"21,700",3.2,22.59,"46,980",1.6,10.41,13.41,19.62,28.41,39.48,"21,650","27,890","40,810","59,090","82,110",,
21-2021,"Directors, Religious Activities and Education",detailed,"21,700",3.2,22.59,"46,980",1.6,10.41,13.41,19.62,28.41,39.48,"21,650","27,890","40,810","59,090","82,110",,
21-2090,Miscellaneous Religious Workers,broad,"8,460",5.4,17.24,"35,860",3.7,9.33,10.87,14.33,19.56,28.04,"19,400","22,620","29,820","40,680","58,320",,
21-2099,"Religious Workers, All Other",detailed,"8,460",5.4,17.24,"35,860",3.7,9.33,10.87,14.33,19.56,28.04,"19,400","22,620","29,820","40,680","58,320",,
23-0000,Legal Occupations,major,"1,127,900",0.4,52.25,"108,690",0.6,18.04,25.47,38.85,68.12,#,"37,510","52,970","80,810","141,700",#,,
23-1000,"Lawyers, Judges, and Related Workers",minor,"708,140",0.6,67.23,"139,850",0.6,26.55,36.72,56.68,84.10,#,"55,220","76,370","117,900","174,920",#,,
23-1010,Lawyers and Judicial Law Clerks,broad,"659,090",0.6,68.33,"142,130",0.7,27.14,37.12,57.00,86.40,#,"56,460","77,200","118,560","179,720",#,,
23-1011,Lawyers,detailed,"642,750",0.6,69.34,"144,230",0.7,27.99,38.06,58.13,87.74,#,"58,220","79,160","120,910","182,490",#,,
23-1012,Judicial Law Clerks,detailed,"16,350",1.8,28.63,"59,540",2.3,16.29,20.07,25.74,34.04,45.93,"33,890","41,740","53,540","70,800","95,530",,
23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,"49,040",0.7,52.49,"109,170",0.8,18.55,29.82,52.05,73.57,85.47,"38,590","62,020","108,260","153,020","177,770",,
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,"14,280",0.5,48.66,"101,210",0.5,21.69,32.40,48.00,64.35,81.56,"45,120","67,400","99,850","133,850","169,640",,
23-1022,"Arbitrators, Mediators, and Conciliators",detailed,"6,240",5.0,34.98,"72,760",2.3,17.59,21.82,29.94,43.96,59.85,"36,590","45,380","62,270","91,430","124,480",,
23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,"28,520",0.5,58.23,"121,130",0.6,16.72,34.34,64.39,78.39,92.95,"34,790","71,430","133,920","163,050","193,330",,
23-2000,Legal Support Workers,minor,"419,770",0.9,26.98,"56,130",0.4,14.94,18.71,24.72,31.93,42.58,"31,080","38,920","51,410","66,420","88,570",,
23-2010,Paralegals and Legal Assistants,broad,"309,940",1.1,26.20,"54,500",0.5,15.10,18.68,24.49,31.29,39.45,"31,400","38,860","50,940","65,080","82,050",,
23-2011,Paralegals and Legal Assistants,detailed,"309,940",1.1,26.20,"54,500",0.5,15.10,18.68,24.49,31.29,39.45,"31,400","38,860","50,940","65,080","82,050",,
23-2090,Miscellaneous Legal Support Workers,broad,"109,820",2.0,29.19,"60,710",0.7,14.39,18.80,25.40,35.04,51.59,"29,920","39,110","52,840","72,880","107,310",,
23-2091,Court Reporters,detailed,"14,490",4.2,30.00,"62,390",1.9,13.53,19.45,27.48,39.17,50.22,"28,150","40,460","57,150","81,460","104,460",,
23-2093,"Title Examiners, Abstractors, and Searchers",detailed,"52,180",3.6,24.70,"51,380",1.1,13.75,17.32,22.66,29.59,38.53,"28,610","36,040","47,130","61,550","80,150",,
23-2099,"Legal Support Workers, All Other",detailed,"43,150",2.2,34.34,"71,420",1.0,15.96,21.49,28.33,45.01,64.76,"33,200","44,700","58,930","93,630","134,700",,
25-0000,"Education, Training, and Library Occupations",major,"8,779,780",0.4,27.22,"56,620",0.5,10.99,15.65,23.89,33.91,46.67,"22,860","32,550","49,700","70,530","97,080",,
25-1000,Postsecondary Teachers,minor,"1,517,100",1.0,*,"85,190",0.9,*,*,*,*,*,"31,880","47,630","69,530","104,000","159,150",TRUE,
25-1010,"Business Teachers, Postsecondary",broad,"84,230",1.5,*,"103,330",1.3,*,*,*,*,*,"37,890","55,220","83,960","130,800","195,120",TRUE,
25-1011,"Business Teachers, Postsecondary",detailed,"84,230",1.5,*,"103,330",1.3,*,*,*,*,*,"37,890","55,220","83,960","130,800","195,120",TRUE,
25-1020,"Math and Computer Teachers, Postsecondary",broad,"83,690",1.3,*,"90,650",1.0,*,*,*,*,*,"40,630","54,850","76,570","111,280","162,070",TRUE,
25-1021,"Computer Science Teachers, Postsecondary",detailed,"32,430",1.7,*,"96,200",1.2,*,*,*,*,*,"41,820","58,250","82,220","119,690","166,710",TRUE,
25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"51,250",1.3,*,"87,140",1.0,*,*,*,*,*,"39,970","53,030","73,230","104,810","158,360",TRUE,
25-1030,"Engineering and Architecture Teachers, Postsecondary",broad,"44,420",2.3,*,"111,450",1.4,*,*,*,*,*,"50,360","72,490","99,770","137,430","187,190",TRUE,
25-1031,"Architecture Teachers, Postsecondary",detailed,"6,880",5.6,*,"99,320",3.5,*,*,*,*,*,"42,540","62,440","86,980","125,020","174,300",TRUE,
25-1032,"Engineering Teachers, Postsecondary",detailed,"37,530",2.2,*,"113,680",1.4,*,*,*,*,*,"52,440","74,810","101,720","140,030","189,390",TRUE,
25-1040,"Life Sciences Teachers, Postsecondary",broad,"64,660",1.7,*,"96,110",1.0,*,*,*,*,*,"44,240","59,640","83,050","118,420","164,680",TRUE,
25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,"10,810",3.7,*,"90,890",2.3,*,*,*,*,*,"42,240","59,390","84,640","115,460","149,720",TRUE,
25-1042,"Biological Science Teachers, Postsecondary",detailed,"51,770",1.8,*,"97,340",1.4,*,*,*,*,*,"44,550","59,510","82,550","119,400","169,290",TRUE,
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,"2,070",6.2,*,"92,550",1.9,*,*,*,*,*,"47,820","64,830","86,900","114,890","146,550",TRUE,
25-1050,"Physical Sciences Teachers, Postsecondary",broad,"52,160",1.5,*,"97,280",1.0,*,*,*,*,*,"46,210","61,330","84,470","119,850","165,320",TRUE,
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,"11,020",3.7,*,"101,890",1.3,*,*,*,*,*,"47,820","65,400","90,860","126,110","170,200",TRUE,
25-1052,"Chemistry Teachers, Postsecondary",detailed,"21,370",1.6,*,"92,360",0.9,*,*,*,*,*,"44,970","58,700","79,550","111,180","158,830",TRUE,
25-1053,"Environmental Science Teachers, Postsecondary",detailed,"6,040",3.9,*,"91,330",1.9,*,*,*,*,*,"42,930","58,240","79,910","113,460","158,230",TRUE,
25-1054,"Physics Teachers, Postsecondary",detailed,"13,730",1.8,*,"103,830",1.3,*,*,*,*,*,"49,260","65,360","90,800","126,910","174,490",TRUE,
25-1060,"Social Sciences Teachers, Postsecondary",broad,"117,510",1.3,*,"92,440",1.0,*,*,*,*,*,"39,410","56,430","79,080","113,020","164,730",TRUE,
25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,"5,890",2.4,*,"94,080",1.5,*,*,*,*,*,"45,330","61,610","83,940","118,390","159,390",TRUE,
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"9,850",3.3,*,"85,450",1.7,*,*,*,*,*,"36,380","51,780","74,440","103,140","153,790",TRUE,
25-1063,"Economics Teachers, Postsecondary",detailed,"12,750",2.0,*,"117,180",1.4,*,*,*,*,*,"51,070","72,430","101,480","141,690","202,460",TRUE,
25-1064,"Geography Teachers, Postsecondary",detailed,"3,960",3.4,*,"88,950",1.4,*,*,*,*,*,"42,480","60,070","80,350","106,810","148,550",TRUE,
25-1065,"Political Science Teachers, Postsecondary",detailed,"15,890",1.7,*,"99,480",2.3,*,*,*,*,*,"43,310","60,980","83,370","117,590","177,360",TRUE,
25-1066,"Psychology Teachers, Postsecondary",detailed,"37,630",2.2,*,"88,490",1.1,*,*,*,*,*,"39,350","55,880","76,710","107,700","155,710",TRUE,
25-1067,"Sociology Teachers, Postsecondary",detailed,"13,870",1.9,*,"83,310",1.2,*,*,*,*,*,"38,440","54,350","74,140","100,020","138,500",TRUE,
25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"17,670",2.6,*,"87,950",2.1,*,*,*,*,*,"31,350","48,220","71,600","107,870","178,500",TRUE,
25-1070,"Health Teachers, Postsecondary",broad,"255,190",2.0,*,"113,370",2.0,*,*,*,*,*,"42,580","59,690","89,440","143,460",#,TRUE,
25-1071,"Health Specialties Teachers, Postsecondary",detailed,"199,480",2.4,*,"122,320",2.2,*,*,*,*,*,"43,370","61,280","97,370","160,580",#,TRUE,
25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"55,710",1.9,*,"81,350",2.0,*,*,*,*,*,"40,370","55,620","73,490","97,390","129,070",TRUE,
25-1080,"Education and Library Science Teachers, Postsecondary",broad,"65,570",1.7,*,"73,800",1.0,*,*,*,*,*,"33,240","48,150","65,390","89,420","123,560",TRUE,
25-1081,"Education Teachers, Postsecondary",detailed,"60,930",1.7,*,"73,680",1.1,*,*,*,*,*,"32,680","47,350","64,780","89,300","124,580",TRUE,
25-1082,"Library Science Teachers, Postsecondary",detailed,"4,650",4.0,*,"75,450",0.9,*,*,*,*,*,"45,010","56,550","71,560","90,550","111,230",TRUE,
25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,"44,500",2.8,*,"96,110",1.6,*,*,*,*,*,"35,620","50,770","73,970","121,000","188,530",TRUE,
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"14,890",3.9,*,"72,390",1.6,*,*,*,*,*,"35,910","46,910","61,900","87,620","124,180",TRUE,
25-1112,"Law Teachers, Postsecondary",detailed,"16,990",4.5,*,"130,710",2.0,*,*,*,*,*,"36,000","59,250","111,140","179,140",#,TRUE,
25-1113,"Social Work Teachers, Postsecondary",detailed,"12,620",3.7,*,"77,520",1.9,*,*,*,*,*,"34,940","51,320","68,300","93,900","134,740",TRUE,
25-1120,"Arts, Communications, and Humanities Teachers, Postsecondary",broad,"260,960",1.4,*,"80,670",0.9,*,*,*,*,*,"37,220","50,950","69,390","97,230","139,080",TRUE,
25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"94,310",2.1,*,"82,560",1.3,*,*,*,*,*,"36,360","51,550","69,960","98,690","146,290",TRUE,
25-1122,"Communications Teachers, Postsecondary",detailed,"29,100",1.8,*,"78,090",1.2,*,*,*,*,*,"35,870","49,570","68,910","95,250","133,570",TRUE,
25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"68,360",1.5,*,"78,150",1.0,*,*,*,*,*,"37,180","48,860","66,590","94,790","135,020",TRUE,
25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"25,590",2.2,*,"79,160",1.1,*,*,*,*,*,"38,910","50,890","67,640","96,850","137,860",TRUE,
25-1125,"History Teachers, Postsecondary",detailed,"20,510",1.7,*,"83,990",1.0,*,*,*,*,*,"40,600","55,410","74,590","99,860","134,170",TRUE,
25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,"23,100",3.2,*,"82,420",1.3,*,*,*,*,*,"38,860","53,410","71,890","98,160","135,170",TRUE,
25-1190,Miscellaneous Postsecondary Teachers,broad,"444,210",1.6,*,"60,200",1.4,*,*,*,*,*,"20,590","34,650","51,150","74,730","109,070",TRUE,
25-1191,Graduate Teaching Assistants,detailed,"131,490",3.3,*,"36,390",2.0,*,*,*,*,*,"18,320","21,640","33,700","46,670","59,290",TRUE,
25-1192,"Home Economics Teachers, Postsecondary",detailed,"2,080",5.0,*,"77,170",2.3,*,*,*,*,*,"38,770","52,930","71,380","96,460","123,010",TRUE,
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,"16,490",1.9,*,"72,190",1.5,*,*,*,*,*,"32,620","44,890","62,620","89,610","127,970",TRUE,
25-1194,"Vocational Education Teachers, Postsecondary",detailed,"110,400",1.7,28.14,"58,520",0.7,15.64,19.66,25.54,33.82,45.24,"32,520","40,880","53,120","70,340","94,100",,
25-1199,"Postsecondary Teachers, All Other",detailed,"183,750",3.4,*,"76,990",1.6,*,*,*,*,*,"27,490","46,150","65,660","97,640","136,490",TRUE,
25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",minor,"4,193,290",0.6,*,"59,980",0.6,*,*,*,*,*,"33,050","43,770","56,790","73,830","93,860",TRUE,
25-2010,Preschool and Kindergarten Teachers,broad,"555,680",1.1,19.26,"40,070",1.0,10.31,12.27,16.33,23.95,32.60,"21,440","25,510","33,970","49,820","67,800",,
25-2011,"Preschool Teachers, Except Special Education",detailed,"424,520",1.3,16.54,"34,410",1.5,9.91,11.56,14.32,18.78,26.61,"20,610","24,040","29,780","39,060","55,350",,
25-2012,"Kindergarten Teachers, Except Special Education",detailed,"131,160",1.7,*,"58,370",0.7,*,*,*,*,*,"35,680","44,310","55,470","69,420","86,310",TRUE,
25-2020,Elementary and Middle School Teachers,broad,"2,032,880",0.6,*,"62,150",0.6,*,*,*,*,*,"38,170","46,340","58,350","75,090","94,660",TRUE,
25-2021,"Elementary School Teachers, Except Special Education",detailed,"1,410,970",0.8,*,"62,200",0.7,*,*,*,*,*,"37,780","46,120","58,230","75,330","95,270",TRUE,
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"609,970",1.4,*,"62,030",0.6,*,*,*,*,*,"39,090","46,840","58,600","74,600","93,180",TRUE,
25-2023,"Career/Technical Education Teachers, Middle School",detailed,"11,940",7.9,*,"62,570",1.5,*,*,*,*,*,"39,890","47,770","59,230","74,770","92,550",TRUE,
25-2030,Secondary School Teachers,broad,"1,129,040",1.3,*,"64,230",0.5,*,*,*,*,*,"39,860","48,070","60,320","77,500","97,120",TRUE,
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"1,051,570",1.2,*,"64,340",0.5,*,*,*,*,*,"39,740","47,980","60,320","77,720","97,500",TRUE,
25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"77,460",3.9,*,"62,810",0.7,*,*,*,*,*,"41,250","49,220","60,250","74,930","91,190",TRUE,
25-2050,Special Education Teachers,broad,"475,700",1.0,*,"63,890",0.9,*,*,*,*,*,"39,220","47,570","59,610","76,620","97,190",TRUE,
25-2051,"Special Education Teachers, Preschool",detailed,"23,480",4.5,*,"61,610",2.5,*,*,*,*,*,"34,300","44,020","55,840","72,570","100,160",TRUE,
25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"185,190",1.3,*,"63,110",0.9,*,*,*,*,*,"38,980","47,520","59,390","75,940","95,730",TRUE,
25-2053,"Special Education Teachers, Middle School",detailed,"87,870",2.2,*,"64,390",1.2,*,*,*,*,*,"40,690","48,820","60,250","77,080","97,290",TRUE,
25-2054,"Special Education Teachers, Secondary School",detailed,"142,360",1.6,*,"65,320",1.0,*,*,*,*,*,"40,560","48,630","60,600","77,820","98,290",TRUE,
25-2059,"Special Education Teachers, All Other",detailed,"36,800",3.8,*,"62,500",2.0,*,*,*,*,*,"34,580","44,030","56,680","76,110","98,730",TRUE,
25-3000,Other Teachers and Instructors,minor,"1,203,570",1.0,19.35,"40,250",0.7,9.45,11.66,15.89,23.29,33.09,"19,660","24,260","33,050","48,440","68,820",,
25-3010,Adult Basic and Secondary Education and Literacy Teachers and Instructors,broad,"57,750",7.4,27.94,"58,110",1.5,15.56,20.29,25.79,34.14,43.13,"32,370","42,200","53,630","71,010","89,710",,
25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,"57,750",7.4,27.94,"58,110",1.5,15.56,20.29,25.79,34.14,43.13,"32,370","42,200","53,630","71,010","89,710",,
25-3020,Self-Enrichment Education Teachers,broad,"243,080",1.5,21.62,"44,960",0.8,10.01,12.87,18.62,27.11,37.39,"20,820","26,760","38,720","56,390","77,770",,
25-3021,Self-Enrichment Education Teachers,detailed,"243,080",1.5,21.62,"44,960",0.8,10.01,12.87,18.62,27.11,37.39,"20,820","26,760","38,720","56,390","77,770",,
25-3090,Miscellaneous Teachers and Instructors,broad,"902,740",1.1,18.19,"37,840",0.9,9.30,11.31,14.83,21.13,30.17,"19,350","23,530","30,850","43,950","62,760",,
25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,"315,510",1.5,*,"48,040",1.2,*,*,*,*,*,"21,090","26,680","39,540","60,520","83,680",TRUE,
25-3098,Substitute Teachers,detailed,"587,240",1.5,15.56,"32,360",1.3,9.06,10.82,13.79,17.95,23.34,"18,850","22,510","28,680","37,340","48,540",,
25-4000,"Librarians, Curators, and Archivists",minor,"246,200",1.0,24.66,"51,290",0.5,11.72,16.20,23.08,30.78,39.38,"24,380","33,690","48,020","64,010","81,910",,
25-4010,"Archivists, Curators, and Museum Technicians",broad,"31,760",2.4,25.61,"53,280",0.9,13.07,17.25,23.27,31.40,41.58,"27,190","35,890","48,400","65,310","86,480",,
25-4011,Archivists,detailed,"6,370",5.1,27.12,"56,400",1.5,14.63,18.31,25.11,34.25,43.67,"30,440","38,090","52,240","71,250","90,830",,
25-4012,Curators,detailed,"12,280",3.4,28.12,"58,490",1.1,13.95,19.03,25.86,35.02,45.35,"29,010","39,580","53,780","72,830","94,330",,
25-4013,Museum Technicians and Conservators,detailed,"13,100",3.3,22.53,"46,870",1.4,12.22,15.66,20.68,27.27,35.98,"25,430","32,580","43,020","56,730","74,840",,
25-4020,Librarians,broad,"125,750",1.0,29.58,"61,530",0.4,16.65,22.18,28.39,35.93,44.74,"34,630","46,130","59,050","74,740","93,050",,
25-4021,Librarians,detailed,"125,750",1.0,29.58,"61,530",0.4,16.65,22.18,28.39,35.93,44.74,"34,630","46,130","59,050","74,740","93,050",,
25-4030,Library Technicians,broad,"88,690",1.5,17.34,"36,080",0.6,10.26,12.28,16.37,21.47,26.40,"21,350","25,550","34,040","44,670","54,910",,
25-4031,Library Technicians,detailed,"88,690",1.5,17.34,"36,080",0.6,10.26,12.28,16.37,21.47,26.40,"21,350","25,550","34,040","44,670","54,910",,
25-9000,"Other Education, Training, and Library Occupations",minor,"1,619,610",0.5,*,"34,110",0.4,*,*,*,*,*,"19,010","22,700","28,920","38,680","56,470",TRUE,
25-9010,Audio-Visual and Multimedia Collections Specialists,broad,"9,540",2.6,25.13,"52,270",1.0,12.83,17.02,23.85,32.03,39.20,"26,690","35,410","49,600","66,630","81,540",,
25-9011,Audio-Visual and Multimedia Collections Specialists,detailed,"9,540",2.6,25.13,"52,270",1.0,12.83,17.02,23.85,32.03,39.20,"26,690","35,410","49,600","66,630","81,540",,
25-9020,Farm and Home Management Advisors,broad,"8,020",5.7,25.33,"52,700",1.6,13.00,17.84,23.96,31.37,39.12,"27,050","37,110","49,840","65,250","81,360",,
25-9021,Farm and Home Management Advisors,detailed,"8,020",5.7,25.33,"52,700",1.6,13.00,17.84,23.96,31.37,39.12,"27,050","37,110","49,840","65,250","81,360",,
25-9030,Instructional Coordinators,broad,"163,900",1.7,32.45,"67,490",0.5,17.48,23.69,30.98,39.83,49.13,"36,360","49,280","64,450","82,860","102,200",,
25-9031,Instructional Coordinators,detailed,"163,900",1.7,32.45,"67,490",0.5,17.48,23.69,30.98,39.83,49.13,"36,360","49,280","64,450","82,860","102,200",,
25-9040,Teacher Assistants,broad,"1,331,560",0.6,*,"28,750",0.4,*,*,*,*,*,"18,670","21,940","26,970","34,190","41,020",TRUE,
25-9041,Teacher Assistants,detailed,"1,331,560",0.6,*,"28,750",0.4,*,*,*,*,*,"18,670","21,940","26,970","34,190","41,020",TRUE,
25-9090,"Miscellaneous Education, Training, and Library Workers",broad,"106,590",1.7,22.44,"46,680",1.5,9.88,13.48,20.23,28.30,38.29,"20,550","28,030","42,080","58,860","79,640",,
25-9099,"Education, Training, and Library Workers, All Other",detailed,"106,590",1.7,22.44,"46,680",1.5,9.88,13.48,20.23,28.30,38.29,"20,550","28,030","42,080","58,860","79,640",,
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"1,951,170",0.5,28.74,"59,780",0.5,10.99,15.39,23.70,35.43,50.36,"22,850","32,010","49,290","73,690","104,740",,
27-1000,Art and Design Workers,minor,"610,180",0.8,26.55,"55,230",0.6,11.35,14.94,22.43,33.23,46.86,"23,610","31,080","46,660","69,120","97,460",,
27-1010,Artists and Related Workers,broad,"90,990",2.0,40.83,"84,930",0.9,16.67,25.38,36.34,50.46,69.48,"34,670","52,800","75,590","104,950","144,530",,
27-1011,Art Directors,detailed,"40,210",2.2,50.29,"104,590",0.8,25.08,32.66,44.60,60.82,82.97,"52,160","67,930","92,780","126,500","172,570",,
27-1012,Craft Artists,detailed,"3,980",8.3,19.47,"40,490",2.3,10.24,12.50,16.46,23.42,33.23,"21,310","25,990","34,240","48,720","69,110",,
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,"11,620",5.6,28.06,"58,370",5.4,9.63,15.26,23.74,33.74,46.98,"20,020","31,750","49,380","70,190","97,710",,
27-1014,Multimedia Artists and Animators,detailed,"28,560",3.9,37.61,"78,230",1.3,19.65,26.15,34.87,46.68,59.77,"40,870","54,400","72,520","97,100","124,310",,
27-1019,"Artists and Related Workers, All Other",detailed,"6,620",6.9,32.55,"67,700",3.6,13.79,18.57,31.44,45.16,52.84,"28,680","38,620","65,390","93,940","109,900",,
27-1020,Designers,broad,"519,180",0.9,24.05,"50,020",0.5,11.12,14.26,20.66,30.01,40.75,"23,140","29,660","42,960","62,420","84,770",,
27-1021,Commercial and Industrial Designers,detailed,"33,200",3.1,34.34,"71,430",0.9,18.57,24.84,32.01,42.13,51.94,"38,630","51,670","66,590","87,620","108,040",,
27-1022,Fashion Designers,detailed,"19,750",4.1,42.12,"87,610",2.6,17.51,24.38,34.96,48.45,74.75,"36,420","50,710","72,720","100,780","155,470",,
27-1023,Floral Designers,detailed,"43,360",2.3,13.90,"28,900",0.7,9.30,10.85,13.08,16.23,19.30,"19,350","22,560","27,200","33,760","40,140",,
27-1024,Graphic Designers,detailed,"217,810",0.9,26.29,"54,680",0.4,14.23,18.06,24.21,31.87,41.23,"29,610","37,550","50,370","66,300","85,760",,
27-1025,Interior Designers,detailed,"57,070",2.4,28.42,"59,120",1.2,14.41,19.27,25.66,34.34,45.25,"29,970","40,080","53,370","71,430","94,130",,
27-1026,Merchandise Displayers and Window Trimmers,detailed,"128,960",2.9,15.31,"31,850",0.8,9.96,11.30,13.68,17.56,23.18,"20,720","23,500","28,450","36,520","48,210",,
27-1027,Set and Exhibit Designers,detailed,"10,590",4.5,29.34,"61,020",1.8,14.33,19.06,26.09,35.98,49.75,"29,810","39,650","54,270","74,830","103,480",,
27-1029,"Designers, All Other",detailed,"8,450",5.1,32.99,"68,610",2.4,12.48,18.99,29.12,42.02,59.14,"25,960","39,500","60,570","87,400","123,020",,
27-2000,"Entertainers and Performers, Sports and Related Workers",minor,"515,310",1.2,28.80,"59,900",1.0,9.43,12.26,20.64,34.04,57.04,"19,610","25,500","42,940","70,800","118,630",,
27-2010,"Actors, Producers, and Directors",broad,"166,060",2.2,39.24,"81,610",1.4,11.51,18.51,29.40,48.28,77.27,"23,930","38,490","61,140","100,430","160,730",,
27-2011,Actors,detailed,"47,430",7.1,29.34,*,4.1,9.05,10.96,17.54,28.41,61.74,*,*,*,*,*,,TRUE
27-2012,Producers and Directors,detailed,"118,630",1.7,43.19,"89,840",1.2,16.56,23.33,34.46,53.05,78.62,"34,450","48,520","71,680","110,350","163,540",,
27-2020,"Athletes, Coaches, Umpires, and Related Workers",broad,"266,860",1.4,*,"45,080",1.0,*,*,*,*,*,"18,900","22,990","33,530","52,940","79,430",TRUE,
27-2021,Athletes and Sports Competitors,detailed,"10,800",6.8,*,"87,030",4.6,*,*,*,*,*,"19,040","25,500","50,650","103,130",#,TRUE,
27-2022,Coaches and Scouts,detailed,"236,970",1.5,*,"43,870",0.8,*,*,*,*,*,"18,970","23,180","33,780","52,760","77,880",TRUE,
27-2023,"Umpires, Referees, and Other Sports Officials",detailed,"19,090",3.1,*,"36,440",4.2,*,*,*,*,*,"18,220","21,220","27,020","41,880","59,240",TRUE,
27-2030,Dancers and Choreographers,broad,"14,810",5.9,22.44,"46,670",2.6,9.53,11.54,18.17,28.96,43.41,"19,810","24,000","37,790","60,240","90,290",,
27-2031,Dancers,detailed,"9,720",7.4,20.70,*,3.0,9.35,10.98,16.31,26.29,40.08,*,*,*,*,*,,TRUE
