OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,"28,440",0.6,58.20,"121,050",0.6,17.14,32.39,64.34,78.20,92.66,"35,650","67,380","133,840","162,650","192,740",,
23-2000,Legal Support Workers,minor,"403,110",0.9,26.60,"55,330",0.4,14.61,18.42,24.34,31.51,41.63,"30,390","38,320","50,630","65,540","86,590",,
23-2010,Paralegals and Legal Assistants,broad,"290,410",1.1,25.92,"53,910",0.5,14.97,18.57,24.24,31.10,39.03,"31,130","38,630","50,410","64,680","81,180",,
23-2011,Paralegals and Legal Assistants,detailed,"290,410",1.1,25.92,"53,910",0.5,14.97,18.57,24.24,31.10,39.03,"31,130","38,630","50,410","64,680","81,180",,
23-2090,Miscellaneous Legal Support Workers,broad,"112,700",2.0,28.36,"59,000",0.8,13.65,18.01,24.66,33.60,49.81,"28,400","37,450","51,290","69,880","103,600",,
23-2091,Court Reporters,detailed,"15,220",3.8,28.88,"60,060",2.1,12.58,17.93,26.50,37.39,48.21,"26,160","37,290","55,120","77,760","100,270",,
23-2093,"Title Examiners, Abstractors, and Searchers",detailed,"53,040",3.6,24.61,"51,180",1.2,13.27,16.95,22.53,29.24,38.04,"27,600","35,260","46,850","60,830","79,120",,
23-2099,"Legal Support Workers, All Other",detailed,"44,440",2.4,32.67,"67,960",1.1,15.10,19.73,26.98,42.77,62.00,"31,410","41,040","56,120","88,960","128,950",,
25-0000,"Education, Training, and Library Occupations",major,"8,727,710",0.3,26.67,"55,470",0.5,10.71,15.42,23.43,33.09,45.62,"22,270","32,070","48,740","68,830","94,900",,
25-1000,Postsecondary Teachers,minor,"1,525,170",0.9,*,"82,880",1.0,*,*,*,*,*,"29,720","46,120","67,140","100,990","155,230",TRUE,
25-1010,"Business Teachers, Postsecondary",broad,"84,340",1.5,*,"100,270",1.2,*,*,*,*,*,"37,170","53,150","80,300","125,780","191,760",TRUE,
25-1011,"Business Teachers, Postsecondary",detailed,"84,340",1.5,*,"100,270",1.2,*,*,*,*,*,"37,170","53,150","80,300","125,780","191,760",TRUE,
25-1020,"Math and Computer Teachers, Postsecondary",broad,"83,100",1.4,*,"87,380",1.0,*,*,*,*,*,"40,200","53,430","73,780","105,760","155,870",TRUE,
25-1021,"Computer Science Teachers, Postsecondary",detailed,"32,230",2.0,*,"91,590",1.1,*,*,*,*,*,"41,270","56,070","78,630","113,930","159,180",TRUE,
25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"50,870",1.4,*,"84,710",1.0,*,*,*,*,*,"39,580","51,960","70,910","101,270","153,080",TRUE,
25-1030,"Engineering and Architecture Teachers, Postsecondary",broad,"44,780",2.0,*,"106,770",1.2,*,*,*,*,*,"48,070","68,630","95,550","131,450","178,970",TRUE,
25-1031,"Architecture Teachers, Postsecondary",detailed,"7,280",5.3,*,"91,000",3.1,*,*,*,*,*,"42,460","57,130","80,050","110,980","152,540",TRUE,
25-1032,"Engineering Teachers, Postsecondary",detailed,"37,500",2.0,*,"109,830",1.2,*,*,*,*,*,"50,280","71,400","98,360","135,370","183,590",TRUE,
25-1040,"Life Sciences Teachers, Postsecondary",broad,"62,710",1.5,*,"92,790",1.0,*,*,*,*,*,"43,140","57,400","79,710","114,040","159,470",TRUE,
25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,"10,800",3.6,*,"91,690",2.2,*,*,*,*,*,"42,290","59,300","86,140","115,920","149,260",TRUE,
25-1042,"Biological Science Teachers, Postsecondary",detailed,"49,910",1.6,*,"93,010",1.0,*,*,*,*,*,"43,160","56,920","78,240","113,270","162,470",TRUE,
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,"2,000",5.7,*,"93,200",1.8,*,*,*,*,*,"48,260","63,910","87,420","116,450","147,740",TRUE,
25-1050,"Physical Sciences Teachers, Postsecondary",broad,"51,530",1.4,*,"94,740",1.0,*,*,*,*,*,"44,860","59,250","81,230","116,720","161,710",TRUE,
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,"10,730",3.5,*,"98,560",1.2,*,*,*,*,*,"46,570","62,800","87,380","123,480","163,860",TRUE,
25-1052,"Chemistry Teachers, Postsecondary",detailed,"21,090",1.6,*,"90,610",1.0,*,*,*,*,*,"43,110","56,720","77,190","107,650","157,130",TRUE,
25-1053,"Environmental Science Teachers, Postsecondary",detailed,"5,990",3.2,*,"87,660",1.4,*,*,*,*,*,"43,970","57,240","76,360","108,490","150,070",TRUE,
25-1054,"Physics Teachers, Postsecondary",detailed,"13,710",1.6,*,"101,190",1.3,*,*,*,*,*,"47,630","62,640","87,340","124,060","171,920",TRUE,
25-1060,"Social Sciences Teachers, Postsecondary",broad,"115,860",1.2,*,"89,600",1.1,*,*,*,*,*,"37,760","54,460","76,210","108,880","160,840",TRUE,
25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,"5,770",2.3,*,"93,500",1.5,*,*,*,*,*,"44,690","59,610","81,580","117,480","160,390",TRUE,
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"9,850",2.1,*,"83,330",1.8,*,*,*,*,*,"35,640","50,590","72,230","101,570","150,830",TRUE,
25-1063,"Economics Teachers, Postsecondary",detailed,"12,770",1.8,*,"114,820",1.5,*,*,*,*,*,"48,610","68,860","98,350","139,400","201,980",TRUE,
25-1064,"Geography Teachers, Postsecondary",detailed,"3,980",2.6,*,"87,810",1.3,*,*,*,*,*,"42,460","58,450","78,040","105,660","147,340",TRUE,
25-1065,"Political Science Teachers, Postsecondary",detailed,"16,200",1.7,*,"98,620",1.9,*,*,*,*,*,"43,760","59,590","81,430","117,520","177,850",TRUE,
25-1066,"Psychology Teachers, Postsecondary",detailed,"37,090",1.9,*,"85,050",1.1,*,*,*,*,*,"38,090","53,890","73,770","102,580","148,840",TRUE,
25-1067,"Sociology Teachers, Postsecondary",detailed,"13,630",1.5,*,"83,840",1.1,*,*,*,*,*,"40,340","54,550","73,080","99,220","139,200",TRUE,
25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"16,580",2.5,*,"79,050",3.9,*,*,*,*,*,"21,760","41,890","64,480","98,910","164,410",TRUE,
25-1070,"Health Teachers, Postsecondary",broad,"250,190",2.0,*,"112,770",1.9,*,*,*,*,*,"42,480","59,390","88,410","143,790",#,TRUE,
25-1071,"Health Specialties Teachers, Postsecondary",detailed,"194,610",2.6,*,"122,890",2.1,*,*,*,*,*,"43,200","61,370","97,870","161,630",#,TRUE,
25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"55,580",1.9,*,"77,360",0.9,*,*,*,*,*,"40,630","55,080","71,260","93,830","124,090",TRUE,
25-1080,"Education and Library Science Teachers, Postsecondary",broad,"65,500",1.9,*,"72,510",1.0,*,*,*,*,*,"33,030","47,010","64,680","87,210","121,050",TRUE,
25-1081,"Education Teachers, Postsecondary",detailed,"60,500",1.9,*,"72,410",1.1,*,*,*,*,*,"32,540","46,230","64,020","86,960","122,340",TRUE,
25-1082,"Library Science Teachers, Postsecondary",detailed,"5,010",4.3,*,"73,680",1.1,*,*,*,*,*,"43,470","56,050","70,940","89,260","107,840",TRUE,
25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,"43,540",2.8,*,"94,200",1.7,*,*,*,*,*,"36,200","50,130","70,640","113,780","188,300",TRUE,
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"14,210",3.4,*,"68,980",1.4,*,*,*,*,*,"36,150","46,920","60,400","80,530","110,020",TRUE,
25-1112,"Law Teachers, Postsecondary",detailed,"16,900",4.4,*,"129,840",2.2,*,*,*,*,*,"40,850","58,920","104,910","178,290",#,TRUE,
25-1113,"Social Work Teachers, Postsecondary",detailed,"12,430",3.7,*,"74,560",1.9,*,*,*,*,*,"33,790","47,850","64,370","90,460","131,190",TRUE,
25-1120,"Arts, Communications, and Humanities Teachers, Postsecondary",broad,"264,290",1.3,*,"78,160",0.9,*,*,*,*,*,"36,310","49,490","66,940","93,900","132,710",TRUE,
25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"95,110",2.1,*,"78,720",1.2,*,*,*,*,*,"35,120","49,660","66,930","94,510","134,000",TRUE,
25-1122,"Communications Teachers, Postsecondary",detailed,"28,770",1.8,*,"75,640",1.2,*,*,*,*,*,"34,760","47,950","66,510","91,940","129,480",TRUE,
25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"69,140",1.5,*,"77,660",1.1,*,*,*,*,*,"36,770","48,030","64,910","92,740","135,630",TRUE,
25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"27,240",2.5,*,"75,950",1.1,*,*,*,*,*,"38,060","49,680","65,010","90,980","128,980",TRUE,
25-1125,"History Teachers, Postsecondary",detailed,"21,120",2.2,*,"82,900",1.1,*,*,*,*,*,"40,170","54,220","72,690","98,680","134,870",TRUE,
25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,"22,920",3.3,*,"78,790",1.0,*,*,*,*,*,"37,070","51,710","69,590","94,800","129,490",TRUE,
25-1190,Miscellaneous Postsecondary Teachers,broad,"459,310",1.7,*,"59,000",2.0,*,*,*,*,*,"19,330","32,450","49,690","73,130","106,350",TRUE,
25-1191,Graduate Teaching Assistants,detailed,"136,820",2.5,*,"37,720",5.4,*,*,*,*,*,"17,970","20,180","32,460","45,860","58,450",TRUE,
25-1192,"Home Economics Teachers, Postsecondary",detailed,"2,580",4.1,*,"77,220",2.2,*,*,*,*,*,"39,370","53,270","71,630","95,970","123,520",TRUE,
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,"16,630",2.2,*,"69,560",1.6,*,*,*,*,*,"31,440","42,720","60,150","83,150","123,960",TRUE,
25-1194,"Vocational Education Teachers, Postsecondary",detailed,"114,020",1.7,27.23,"56,630",0.9,14.32,18.78,24.81,32.80,43.76,"29,780","39,060","51,600","68,220","91,020",,
25-1199,"Postsecondary Teachers, All Other",detailed,"189,270",3.8,*,"74,630",1.7,*,*,*,*,*,"21,020","43,950","64,480","95,640","131,390",TRUE,
25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",minor,"4,174,870",0.4,*,"58,780",0.6,*,*,*,*,*,"32,910","43,150","55,790","72,290","91,590",TRUE,
25-2010,Preschool and Kindergarten Teachers,broad,"550,390",1.0,19.04,"39,600",1.0,9.91,11.93,16.13,23.90,32.42,"20,620","24,810","33,540","49,720","67,430",,
25-2011,"Preschool Teachers, Except Special Education",detailed,"409,740",1.2,16.15,"33,590",1.5,9.60,11.15,13.94,18.52,26.34,"19,970","23,190","28,990","38,520","54,780",,
25-2012,"Kindergarten Teachers, Except Special Education",detailed,"140,660",1.4,*,"57,110",0.6,*,*,*,*,*,"34,840","43,240","54,230","68,240","83,920",TRUE,
25-2020,Elementary and Middle School Teachers,broad,"2,043,520",0.6,*,"60,900",0.6,*,*,*,*,*,"37,690","45,570","57,350","73,570","92,440",TRUE,
25-2021,"Elementary School Teachers, Except Special Education",detailed,"1,409,140",0.8,*,"60,830",0.6,*,*,*,*,*,"37,340","45,330","57,160","73,610","92,770",TRUE,
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"622,340",1.4,*,"61,040",0.6,*,*,*,*,*,"38,540","46,090","57,720","73,470","91,670",TRUE,
25-2023,"Career/Technical Education Teachers, Middle School",detailed,"12,040",7.3,*,"61,680",1.4,*,*,*,*,*,"39,050","46,770","58,630","73,680","91,150",TRUE,
25-2030,Secondary School Teachers,broad,"1,106,060",1.0,*,"62,730",0.5,*,*,*,*,*,"39,160","47,020","59,130","75,760","94,940",TRUE,
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"1,027,230",1.0,*,"62,860",0.5,*,*,*,*,*,"39,080","46,990","59,170","75,970","95,380",TRUE,
25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"78,840",3.5,*,"61,010",0.8,*,*,*,*,*,"40,180","47,390","58,660","73,190","88,460",TRUE,
25-2050,Special Education Teachers,broad,"474,890",0.9,*,"62,640",0.8,*,*,*,*,*,"38,280","46,570","58,710","75,360","95,370",TRUE,
25-2051,"Special Education Teachers, Preschool",detailed,"28,540",3.9,*,"58,390",2.3,*,*,*,*,*,"33,160","42,710","53,640","69,280","92,250",TRUE,
25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"184,920",1.3,*,"61,960",0.8,*,*,*,*,*,"38,250","46,630","58,600","74,780","93,580",TRUE,
25-2053,"Special Education Teachers, Middle School",detailed,"87,550",2.0,*,"63,250",1.2,*,*,*,*,*,"39,990","47,750","59,510","75,950","95,680",TRUE,
25-2054,"Special Education Teachers, Secondary School",detailed,"135,910",1.6,*,"64,590",1.0,*,*,*,*,*,"39,680","47,790","60,180","77,270","97,670",TRUE,
25-2059,"Special Education Teachers, All Other",detailed,"37,980",3.4,*,"60,750",2.2,*,*,*,*,*,"34,970","43,550","54,800","72,630","96,100",TRUE,
25-3000,Other Teachers and Instructors,minor,"1,204,930",0.9,18.89,"39,290",0.7,9.40,11.50,15.60,22.74,31.59,"19,550","23,930","32,460","47,290","65,710",,
25-3010,Adult Basic and Secondary Education and Literacy Teachers and Instructors,broad,"60,670",5.9,27.31,"56,800",1.5,15.05,19.78,25.05,33.25,41.90,"31,310","41,150","52,100","69,170","87,160",,
25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,"60,670",5.9,27.31,"56,800",1.5,15.05,19.78,25.05,33.25,41.90,"31,310","41,150","52,100","69,170","87,160",,
25-3020,Self-Enrichment Education Teachers,broad,"238,710",1.5,21.46,"44,630",0.8,9.71,12.79,18.48,26.91,37.10,"20,190","26,610","38,440","55,970","77,170",,
25-3021,Self-Enrichment Education Teachers,detailed,"238,710",1.5,21.46,"44,630",0.8,9.71,12.79,18.48,26.91,37.10,"20,190","26,610","38,440","55,970","77,170",,
25-3090,Miscellaneous Teachers and Instructors,broad,"905,550",1.0,17.65,"36,700",0.8,9.25,11.15,14.57,20.61,28.99,"19,240","23,190","30,310","42,860","60,310",,
25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,"294,240",1.4,*,"47,490",1.1,*,*,*,*,*,"20,700","26,440","39,710","60,110","81,510",TRUE,
25-3098,Substitute Teachers,detailed,"611,310",1.4,15.15,"31,510",1.2,9.04,10.72,13.59,17.84,22.68,"18,810","22,310","28,270","37,110","47,180",,
25-4000,"Librarians, Curators, and Archivists",minor,"246,760",1.0,24.30,"50,540",0.5,11.45,15.97,22.78,30.46,38.89,"23,810","33,210","47,380","63,360","80,900",,
25-4010,"Archivists, Curators, and Museum Technicians",broad,"29,920",2.3,25.22,"52,450",1.0,12.62,16.75,22.77,30.90,41.03,"26,260","34,840","47,360","64,280","85,350",,
25-4011,Archivists,detailed,"6,080",6.0,26.67,"55,470",1.5,14.97,18.07,24.88,33.36,43.13,"31,140","37,590","51,760","69,380","89,710",,
25-4012,Curators,detailed,"11,550",2.9,28.28,"58,830",1.0,14.04,19.03,25.85,34.99,45.62,"29,210","39,590","53,770","72,790","94,880",,
25-4013,Museum Technicians and Conservators,detailed,"12,290",3.0,21.62,"44,970",1.5,11.31,14.69,19.55,26.30,34.73,"23,520","30,560","40,670","54,700","72,240",,
25-4020,Librarians,broad,"126,800",0.9,29.21,"60,760",0.4,16.49,21.97,28.14,35.56,44.05,"34,300","45,690","58,520","73,970","91,620",,
25-4021,Librarians,detailed,"126,800",0.9,29.21,"60,760",0.4,16.49,21.97,28.14,35.56,44.05,"34,300","45,690","58,520","73,970","91,620",,
25-4030,Library Technicians,broad,"90,030",1.5,17.07,"35,510",0.6,9.73,12.09,16.20,21.13,26.04,"20,240","25,150","33,690","43,940","54,170",,
25-4031,Library Technicians,detailed,"90,030",1.5,17.07,"35,510",0.6,9.73,12.09,16.20,21.13,26.04,"20,240","25,150","33,690","43,940","54,170",,
25-9000,"Other Education, Training, and Library Occupations",minor,"1,576,000",0.5,*,"33,320",0.4,*,*,*,*,*,"18,790","21,990","28,320","37,940","54,900",TRUE,
25-9010,Audio-Visual and Multimedia Collections Specialists,broad,"10,430",2.6,24.66,"51,290",1.0,12.94,17.19,23.36,31.02,38.44,"26,920","35,740","48,590","64,510","79,950",,
25-9011,Audio-Visual and Multimedia Collections Specialists,detailed,"10,430",2.6,24.66,"51,290",1.0,12.94,17.19,23.36,31.02,38.44,"26,920","35,740","48,590","64,510","79,950",,
25-9020,Farm and Home Management Advisors,broad,"8,450",5.6,25.11,"52,220",1.6,12.38,17.44,23.80,31.43,38.78,"25,750","36,280","49,510","65,370","80,660",,
25-9021,Farm and Home Management Advisors,detailed,"8,450",5.6,25.11,"52,220",1.6,12.38,17.44,23.80,31.43,38.78,"25,750","36,280","49,510","65,370","80,660",,
25-9030,Instructional Coordinators,broad,"157,490",1.6,32.06,"66,680",0.5,17.09,23.29,30.65,39.44,48.80,"35,550","48,450","63,750","82,040","101,500",,
25-9031,Instructional Coordinators,detailed,"157,490",1.6,32.06,"66,680",0.5,17.09,23.29,30.65,39.44,48.80,"35,550","48,450","63,750","82,040","101,500",,
25-9040,Teacher Assistants,broad,"1,299,800",0.6,*,"27,950",0.4,*,*,*,*,*,"18,460","21,170","26,260","33,190","39,780",TRUE,
25-9041,Teacher Assistants,detailed,"1,299,800",0.6,*,"27,950",0.4,*,*,*,*,*,"18,460","21,170","26,260","33,190","39,780",TRUE,
25-9090,"Miscellaneous Education, Training, and Library Workers",broad,"99,830",2.4,22.69,"47,200",1.4,10.37,14.47,20.74,28.32,37.95,"21,570","30,100","43,140","58,910","78,930",,
25-9099,"Education, Training, and Library Workers, All Other",detailed,"99,830",2.4,22.69,"47,200",1.4,10.37,14.47,20.74,28.32,37.95,"21,570","30,100","43,140","58,910","78,930",,
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"1,925,140",0.5,28.34,"58,950",0.4,10.60,15.03,23.19,34.94,49.91,"22,040","31,260","48,230","72,680","103,810",,
27-1000,Art and Design Workers,minor,"597,970",0.8,25.92,"53,910",0.5,10.95,14.64,21.75,32.38,46.22,"22,770","30,450","45,250","67,340","96,150",,
27-1010,Artists and Related Workers,broad,"90,940",2.0,39.85,"82,900",0.7,16.50,24.56,35.62,49.56,68.19,"34,320","51,090","74,090","103,090","141,840",,
27-1011,Art Directors,detailed,"38,110",2.3,49.76,"103,510",0.7,24.58,32.27,44.47,60.76,81.84,"51,130","67,110","92,500","126,390","170,230",,
27-1012,Craft Artists,detailed,"4,730",7.2,19.80,"41,180",2.5,9.76,12.38,16.80,24.21,34.45,"20,300","25,740","34,940","50,360","71,650",,
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,"11,230",5.1,27.66,"57,520",2.5,10.38,15.83,23.81,33.71,49.30,"21,590","32,920","49,520","70,120","102,540",,
27-1014,Multimedia Artists and Animators,detailed,"29,860",3.8,36.81,"76,560",1.4,18.91,25.20,33.91,45.95,59.17,"39,330","52,410","70,530","95,570","123,060",,
27-1019,"Artists and Related Workers, All Other",detailed,"7,010",7.7,32.01,"66,590",3.3,14.23,19.36,30.55,43.44,51.44,"29,600","40,270","63,540","90,350","107,000",,
27-1020,Designers,broad,"507,030",0.9,23.42,"48,720",0.5,10.69,13.90,19.94,29.34,39.84,"22,240","28,910","41,480","61,030","82,880",,
27-1021,Commercial and Industrial Designers,detailed,"31,250",3.9,33.91,"70,540",1.2,17.51,23.75,31.72,42.03,51.42,"36,430","49,400","65,970","87,410","106,950",,
27-1022,Fashion Designers,detailed,"18,940",3.9,37.92,"78,870",1.5,16.30,22.43,32.41,46.77,65.14,"33,910","46,650","67,420","97,290","135,490",,
27-1023,Floral Designers,detailed,"43,470",2.9,13.57,"28,220",0.7,9.17,10.51,12.67,15.90,19.01,"19,080","21,850","26,350","33,070","39,540",,
27-1024,Graphic Designers,detailed,"217,170",1.0,25.62,"53,280",0.4,13.73,17.46,23.41,30.98,39.97,"28,560","36,320","48,700","64,430","83,140",,
27-1025,Interior Designers,detailed,"56,070",2.6,27.99,"58,210",1.4,13.10,18.12,24.76,34.00,45.09,"27,240","37,690","51,500","70,720","93,780",,
27-1026,Merchandise Displayers and Window Trimmers,detailed,"120,870",2.5,14.88,"30,940",0.8,9.56,10.82,13.31,17.25,22.81,"19,890","22,500","27,680","35,870","47,450",,
27-1027,Set and Exhibit Designers,detailed,"11,490",4.4,28.65,"59,590",1.5,13.95,19.09,25.52,35.81,47.34,"29,010","39,710","53,090","74,480","98,470",,
27-1029,"Designers, All Other",detailed,"7,770",5.0,31.92,"66,400",2.7,11.02,16.70,26.89,40.86,60.80,"22,910","34,750","55,930","84,990","126,460",,
27-2000,"Entertainers and Performers, Sports and Related Workers",minor,"508,410",1.2,28.78,"59,860",1.0,9.29,12.02,20.20,33.76,57.55,"19,330","25,000","42,010","70,230","119,710",,
27-2010,"Actors, Producers, and Directors",broad,"161,000",2.1,40.74,"84,740",1.4,11.52,18.49,30.17,49.95,79.98,"23,960","38,470","62,760","103,890","166,360",,
27-2011,Actors,detailed,"43,470",6.1,32.89,*,3.8,8.97,11.01,17.49,33.59,89.08,*,*,*,*,*,,TRUE
27-2012,Producers and Directors,detailed,"117,520",1.9,43.64,"90,770",1.3,16.22,23.16,34.43,53.49,78.99,"33,730","48,170","71,620","111,270","164,290",,
27-2020,"Athletes, Coaches, Umpires, and Related Workers",broad,"265,160",1.4,*,"43,940",1.0,*,*,*,*,*,"18,660","22,060","32,200","51,230","77,410",TRUE,
27-2021,Athletes and Sports Competitors,detailed,"11,150",5.6,*,"88,300",4.5,*,*,*,*,*,"19,220","26,390","51,370","102,940",#,TRUE,
27-2022,Coaches and Scouts,detailed,"235,400",1.5,*,"42,540",0.9,*,*,*,*,*,"18,670","22,180","32,270","51,010","75,400",TRUE,
27-2023,"Umpires, Referees, and Other Sports Officials",detailed,"18,610",4.0,*,"35,080",5.0,*,*,*,*,*,"18,360","20,440","26,800","40,360","56,100",TRUE,
27-2030,Dancers and Choreographers,broad,"15,240",5.7,20.41,"42,450",2.7,8.99,10.03,17.15,26.55,37.82,"18,690","20,870","35,680","55,230","78,670",,
27-2031,Dancers,detailed,"9,930",7.3,17.70,*,3.2,8.74,9.66,14.25,22.41,30.95,*,*,*,*,*,,TRUE
27-2032,Choreographers,detailed,"5,310",8.5,25.47,"52,970",3.4,10.26,15.24,23.28,32.21,44.48,"21,340","31,700","48,420","67,000","92,520",,
27-2040,"Musicians, Singers, and Related Workers",broad,"55,570",2.4,34.11,*,2.0,9.71,15.99,25.95,43.58,64.70,*,*,*,*,*,,TRUE
27-2041,Music Directors and Composers,detailed,"15,400",3.2,29.56,"61,490",2.8,10.10,16.49,24.32,34.30,52.55,"21,010","34,290","50,590","71,350","109,300",,
27-2042,Musicians and Singers,detailed,"40,170",3.1,35.86,*,2.4,9.70,15.74,26.96,47.90,69.81,*,*,*,*,*,,TRUE
27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",broad,"11,440",17.7,23.15,*,3.0,9.39,11.37,17.09,26.97,42.83,*,*,*,*,*,,TRUE
27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,"11,440",17.7,23.15,*,3.0,9.39,11.37,17.09,26.97,42.83,*,*,*,*,*,,TRUE
27-3000,Media and Communication Workers,minor,"581,520",0.7,31.07,"64,620",0.4,13.27,18.86,27.09,37.79,51.63,"27,590","39,230","56,340","78,600","107,400",,
27-3010,Announcers,broad,"36,500",2.4,22.29,"46,350",1.7,9.00,10.71,15.15,23.94,39.90,"18,710","22,280","31,500","49,790","82,980",,
27-3011,Radio and Television Announcers,detailed,"28,580",2.6,22.90,"47,630",1.7,9.06,10.92,15.60,24.14,40.15,"18,840","22,710","32,450","50,210","83,520",,
27-3012,Public Address System and Other Announcers,detailed,"7,920",6.2,20.07,"41,740",5.4,8.81,10.18,13.67,22.99,39.14,"18,330","21,170","28,440","47,820","81,410",,
27-3020,"News Analysts, Reporters and Correspondents",broad,"44,480",2.5,27.04,"56,250",1.5,11.21,14.16,19.67,32.27,47.97,"23,320","29,460","40,910","67,130","99,770",,
27-3021,Broadcast News Analysts,detailed,"5,700",8.2,42.43,"88,250",3.1,12.75,17.33,30.24,49.95,94.00,"26,510","36,050","62,910","103,900","195,520",,
27-3022,Reporters and Correspondents,detailed,"38,790",2.5,24.79,"51,550",1.6,11.04,13.91,18.93,30.05,43.53,"22,970","28,930","39,370","62,500","90,540",,
27-3030,Public Relations Specialists,broad,"233,730",1.0,32.69,"67,990",0.5,15.79,20.94,28.51,38.92,53.97,"32,840","43,550","59,300","80,940","112,260",,
27-3031,Public Relations Specialists,detailed,"233,730",1.0,32.69,"67,990",0.5,15.79,20.94,28.51,38.92,53.97,"32,840","43,550","59,300","80,940","112,260",,
27-3040,Writers and Editors,broad,"192,160",1.1,34.02,"70,760",0.6,15.85,21.87,30.15,40.76,55.38,"32,970","45,500","62,720","84,780","115,190",,
27-3041,Editors,detailed,"96,890",1.6,32.80,"68,230",0.8,14.82,20.16,28.25,38.92,55.03,"30,830","41,930","58,770","80,950","114,460",,
27-3042,Technical Writers,detailed,"49,960",1.9,35.79,"74,440",0.6,20.39,26.34,34.10,43.77,54.71,"42,410","54,780","70,930","91,050","113,810",,
27-3043,Writers and Authors,detailed,"45,300",1.9,34.67,"72,120",1.2,14.67,21.30,29.72,40.48,57.10,"30,520","44,310","61,820","84,190","118,760",,
27-3090,Miscellaneous Media and Communication Workers,broad,"74,650",2.7,25.09,"52,190",1.2,12.09,16.27,22.77,30.79,41.40,"25,150","33,840","47,360","64,050","86,100",,
27-3091,Interpreters and Translators,detailed,"53,150",3.2,24.90,"51,790",1.4,12.32,16.65,22.69,30.38,39.56,"25,620","34,620","47,190","63,180","82,290",,
27-3099,"Media and Communication Workers, All Other",detailed,"21,510",5.1,25.56,"53,160",1.9,11.51,15.02,23.03,32.59,44.66,"23,940","31,250","47,900","67,790","92,890",,
27-4000,Media and Communication Equipment Workers,minor,"237,240",1.4,26.82,"55,780",1.4,10.74,14.70,21.91,33.37,47.18,"22,350","30,570","45,570","69,410","98,130",,
27-4010,Broadcast and Sound Engineering Technicians and Radio Operators,broad,"117,270",2.1,23.88,"49,660",0.9,11.13,14.88,20.51,29.67,40.94,"23,150","30,950","42,660","61,720","85,160",,
27-4011,Audio and Video Equipment Technicians,detailed,"72,740",2.2,22.85,"47,530",0.8,11.88,15.29,20.28,28.39,37.77,"24,710","31,800","42,190","59,060","78,570",,
27-4012,Broadcast Technicians,detailed,"30,390",5.0,22.47,"46,730",1.5,9.89,12.88,18.78,29.68,40.27,"20,570","26,790","39,060","61,740","83,760",,
27-4013,Radio Operators,detailed,770,6.5,21.39,"44,490",2.7,10.19,14.25,21.31,27.91,32.29,"21,190","29,640","44,330","58,060","67,160",,
27-4014,Sound Engineering Technicians,detailed,"13,370",4.3,32.78,"68,180",2.4,12.44,17.41,26.83,42.87,60.21,"25,880","36,220","55,810","89,160","125,230",,
27-4020,Photographers,broad,"49,320",2.0,20.17,"41,940",1.9,9.33,11.15,15.62,24.43,36.09,"19,400","23,190","32,490","50,820","75,080",,
27-4021,Photographers,detailed,"49,320",2.0,20.17,"41,940",1.9,9.33,11.15,15.62,24.43,36.09,"19,400","23,190","32,490","50,820","75,080",,
27-4030,"Television, Video, and Motion Picture Camera Operators and Editors",broad,"51,630",2.9,36.01,"74,890",2.9,13.50,18.83,27.99,41.09,68.04,"28,070","39,170","58,210","85,470","141,520",,
